id_ticket,status_ticket,prioridade,origem_ticket,topico,analista_responsavel,data_abertura,sla_previsto_resolucao,tempo_primeira_resposta,tempo_resolucao,data_fechamento,tempo_resolucao_horas
2485,Resolved,Medium,Email,Other,Bernard Beckley,2023-06-29 01:15:34,2023-07-01 01:15:34,2023-06-29 01:56:03.330,2023-06-30 04:38:43.945,,
2486,Resolved,Low,Phone,Product setup,Bernard Beckley,2023-06-30 11:38:07,2023-07-02 11:38:07,2023-06-30 11:38:38.184,2023-06-30 21:04:35.834,,
2487,Resolved,High,Chat,Product setup,Michele Whyatt,2023-06-30 01:01:06,2023-07-01 01:01:06,2023-06-30 01:02:50.694,2023-06-30 21:26:04.954,,
2488,Closed,Low,Chat,Feature request,Adolpho Messingham,2023-06-30 00:30:35,2023-07-01 00:30:35,2023-06-30 00:31:12.697,2023-06-30 22:15:28.954,2023-07-03 22:07:55.751,93.62243083333333
2489,Closed,Low,Chat,Purchasing and invoicing,Bernard Beckley,2023-06-30 11:55:24,2023-07-01 11:55:24,2023-06-30 11:57:20.474,2023-06-30 19:39:20.760,2023-07-03 12:24:20.169,72.48226916666667
2490,Closed,Medium,Email,Product setup,Heather Urry,2023-06-30 03:26:27,2023-07-02 03:26:27,2023-06-30 04:12:24.107,2023-06-30 22:59:00.729,2023-07-05 18:15:04.935,134.8105375
2491,Closed,High,Chat,Pricing and Licensing,Nicola Wane,2023-06-30 11:16:15,2023-07-01 11:16:15,2023-06-30 11:19:23.109,2023-06-30 16:23:33.454,2023-07-02 00:11:42.477,36.92429916666667
2492,In progress,Medium,Email,Product setup,Connor Danielovitch,2023-06-30 01:18:00,2023-07-02 01:18:00,2023-06-30 02:03:00.657,,,
2493,Closed,Low,Email,Product setup,Michele Whyatt,2023-06-30 08:43:31,2023-07-02 08:43:31,2023-06-30 09:31:16.291,2023-07-02 12:41:34.908,2023-07-03 13:09:01.211,76.42505861111111
2494,In progress,Medium,Chat,Feature request,Sheela Cutten,2023-06-30 18:51:17,2023-07-01 18:51:17,2023-06-30 18:52:54.710,,,
2495,Resolved,High,Email,Feature request,Heather Urry,2023-06-30 11:48:13,2023-07-02 11:48:13,2023-06-30 12:07:48.871,2023-07-05 11:34:09.468,,
2496,Closed,Medium,Email,Purchasing and invoicing,Sheela Cutten,2023-06-30 07:56:05,2023-07-02 07:56:05,2023-06-30 07:58:35.338,2023-07-02 06:30:19.067,2023-07-05 10:34:08.226,122.63422944444446
2497,In progress,Low,Email,Feature request,Kristos Westoll,2023-07-01 19:34:25,2023-07-03 19:34:25,2023-07-01 19:48:12.540,,,
2498,Closed,High,Chat,Product setup,Sheela Cutten,2023-07-01 04:08:10,2023-07-02 04:08:10,2023-07-01 04:09:13.967,2023-07-01 05:42:51.119,2023-07-05 12:24:37.455,104.27429305555556
2508,Resolved,Medium,Phone,Other,Nicola Wane,2023-07-02 11:43:22,2023-07-04 11:43:22,2023-07-02 11:43:44.044,2023-07-08 05:52:44.459,,
2509,Closed,Medium,Chat,Feature request,Sheela Cutten,2023-07-02 15:34:25,2023-07-03 15:34:25,2023-07-02 15:36:18.361,2023-07-03 12:17:19.994,2023-07-03 23:10:04.398,31.59427722222222
2510,In progress,Low,Phone,Product setup,Sheela Cutten,2023-07-02 12:17:52,2023-07-04 12:17:52,2023-07-02 12:19:37.422,,,
2511,In progress,Low,Chat,Product setup,Nicola Wane,2023-07-03 12:38:49,2023-07-04 12:38:49,2023-07-03 12:42:53.124,,,
2512,Resolved,Low,Email,Pricing and licensing,Connor Danielovitch,2023-07-03 05:38:12,2023-07-05 05:38:12,2023-07-03 05:56:44.486,2023-07-04 03:37:19.737,,
2513,In progress,Low,Email,Bug report,Sheela Cutten,2023-07-03 22:38:16,2023-07-05 22:38:16,2023-07-03 22:53:31.488,,,
2514,In progress,Low,Email,Bug report,Bernard Beckley,2023-07-03 00:50:51,2023-07-05 00:50:51,2023-07-03 01:39:05.538,,,
2515,In progress,Low,Chat,Feature request,Sheela Cutten,2023-07-03 19:13:13,2023-07-04 19:13:13,2023-07-03 19:14:27.372,,,
2516,Resolved,Medium,Email,Product setup,Bernard Beckley,2023-07-04 23:47:01,2023-07-06 23:47:01,2023-07-05 00:07:29.096,2023-07-05 13:06:08.299,,
2517,Closed,Medium,Chat,Pricing and licensing,Adolpho Messingham,2023-07-04 02:36:13,2023-07-05 02:36:13,2023-07-04 02:36:41.922,2023-07-04 19:31:19.455,2023-07-11 10:38:45.560,176.0423777777778
2518,Resolved,Low,Email,Pricing and licensing,Connor Danielovitch,2023-07-04 00:39:52,2023-07-06 00:39:52,2023-07-04 01:08:13.640,2023-07-05 10:13:45.710,,
2519,Closed,High,Phone,Pricing and licensing,Bernard Beckley,2023-07-04 10:01:39,2023-07-06 10:01:39,2023-07-04 10:01:52.846,2023-07-06 00:51:07.618,2023-07-07 01:35:22.462,63.56207277777778
2520,In progress,High,Chat,Other,Kristos Westoll,2023-07-04 13:14:19,2023-07-05 13:14:19,2023-07-04 13:16:13.886,,,
2521,Closed,Low,Email,Other,Michele Whyatt,2023-07-04 01:40:31,2023-07-06 01:40:31,2023-07-04 04:13:22.444,2023-07-05 11:19:49.687,2023-07-11 00:58:21.007,167.29722416666667
2522,Closed,Low,Email,Bug report,Nicola Wane,2023-07-04 03:48:41,2023-07-06 03:48:41,2023-07-04 04:48:24.876,2023-07-04 05:00:10.949,2023-07-07 04:28:48.817,72.66883805555555
2523,In progress,Low,Chat,Bug report,Michele Whyatt,2023-07-04 15:19:33,2023-07-05 15:19:33,2023-07-04 15:20:28.158,,,
2525,Closed,High,Chat,Bug report,Adolpho Messingham,2023-07-05 12:47:04,2023-07-06 12:47:04,2023-07-05 12:52:06.016,2023-07-05 21:54:27.783,2023-07-06 13:00:35.830,24.225508333333334
2526,Resolved,Medium,Chat,Product setup,Kristos Westoll,2023-07-05 15:03:26,2023-07-06 15:03:26,2023-07-05 15:08:08.326,2023-07-05 23:40:48.337,,
2527,Resolved,Low,Email,Product setup,Nicola Wane,2023-07-05 23:01:55,2023-07-07 23:01:55,2023-07-05 23:18:19.852,2023-07-07 01:06:24.849,,
2528,Resolved,Medium,Email,Product setup,Bernard Beckley,2023-07-05 21:03:38,2023-07-07 21:03:38,2023-07-05 21:13:43.400,2023-07-07 10:11:44.110,,
2529,Resolved,Medium,Chat,Product setup,Nicola Wane,2023-07-05 22:10:12,2023-07-06 22:10:12,2023-07-05 22:11:46.841,2023-07-06 17:00:02.836,,
2530,In progress,Low,Chat,Product setup,Sheela Cutten,2023-07-05 17:10:41,2023-07-06 17:10:41,2023-07-05 17:10:58.804,,,
2532,Closed,High,Email,Feature request,Nicola Wane,2023-07-05 14:30:43,2023-07-07 14:30:43,2023-07-05 14:36:49.992,2023-07-05 17:41:47.268,2023-07-09 00:06:21.648,81.59406888888888
2535,Resolved,Low,Chat,Product setup,Connor Danielovitch,2023-07-06 02:48:03,2023-07-07 02:48:03,2023-07-06 02:49:33.393,2023-07-07 01:49:32.481,,
2536,In progress,Low,Chat,Other,Connor Danielovitch,2023-07-06 19:49:27,2023-07-07 19:49:27,2023-07-06 19:49:46.347,,,
2537,Closed,Medium,Chat,Product setup,Michele Whyatt,2023-07-06 10:23:03,2023-07-07 10:23:03,2023-07-06 10:24:37.944,2023-07-07 04:25:55.308,2023-07-11 21:20:38.482,130.95985611111112
2539,Closed,Low,Email,Pricing and licensing,Sheela Cutten,2023-07-06 13:22:22,2023-07-08 13:22:22,2023-07-06 14:09:11.957,2023-07-08 05:15:47.159,2023-07-11 08:01:42.997,114.65583249999999
2540,Resolved,Low,Email,Other,Kristos Westoll,2023-07-06 01:26:59,2023-07-08 01:26:59,2023-07-06 01:30:39.801,2023-07-06 13:02:45.258,,
2541,Closed,Low,Chat,Pricing and licensing,Adolpho Messingham,2023-07-06 16:59:58,2023-07-07 16:59:58,2023-07-06 17:05:49.517,2023-07-08 10:12:08.599,2023-07-09 08:33:55.698,63.566027222222225
2543,Closed,Low,Phone,Product setup,Kristos Westoll,2023-07-06 08:04:13,2023-07-08 08:04:13,2023-07-06 08:07:20.759,2023-07-08 05:22:10.688,2023-07-13 10:00:33.532,169.93903666666668
2544,Closed,Medium,Email,Pricing and licensing,Sheela Cutten,2023-07-06 14:05:11,2023-07-08 14:05:11,2023-07-06 14:10:24.266,2023-07-07 02:40:53.058,2023-07-10 00:29:21.115,82.40280972222222
2545,Closed,High,Chat,Bug report,Sheela Cutten,2023-07-06 02:12:09,2023-07-07 02:12:09,2023-07-06 02:13:31.042,2023-07-06 21:17:02.563,2023-07-13 22:57:43.904,188.75969555555554
2546,Resolved,Low,Email,Feature request,Michele Whyatt,2023-07-06 23:36:06,2023-07-08 23:36:06,2023-07-06 23:45:31.545,2023-07-10 09:17:57.194,,
2547,Resolved,Low,Email,Feature request,Bernard Beckley,2023-07-07 00:03:58,2023-07-09 00:03:58,2023-07-07 00:23:27.979,2023-07-07 17:42:20.484,,
2548,Resolved,Medium,Email,Pricing and licensing,Heather Urry,2023-07-07 13:22:46,2023-07-09 13:22:46,2023-07-07 13:55:06.150,2023-07-09 03:13:08.987,,
2549,Resolved,Medium,Chat,Pricing and licensing,Michele Whyatt,2023-07-07 11:51:04,2023-07-08 11:51:04,2023-07-07 11:51:24.378,2023-07-07 18:46:17.448,,
2550,In progress,Low,Chat,Product setup,Bernard Beckley,2023-07-07 14:51:18,2023-07-08 14:51:18,2023-07-07 14:53:11.344,,,
2551,Resolved,High,Email,Other,Connor Danielovitch,2023-07-07 12:22:32,2023-07-09 12:22:32,2023-07-07 12:48:37.304,2023-07-13 12:00:23.316,,
2552,Closed,Low,Email,Product setup,Nicola Wane,2023-07-07 23:08:26,2023-07-09 23:08:26,2023-07-07 23:26:35.704,2023-07-09 10:13:16.478,2023-07-14 19:42:22.901,164.56580583333331
2553,Resolved,Low,Phone,Other,Bernard Beckley,2023-07-07 22:58:06,2023-07-09 22:58:06,2023-07-07 22:59:37.686,2023-07-08 22:15:20.632,,
2554,Resolved,High,Email,Bug report,Nicola Wane,2023-07-07 15:00:47,2023-07-09 15:00:47,2023-07-07 15:08:31.685,2023-07-11 10:23:21.996,,
2555,Closed,Low,Chat,Feature request,Michele Whyatt,2023-07-07 10:28:20,2023-07-08 10:28:20,2023-07-07 10:29:39.882,2023-07-08 02:34:15.317,2023-07-10 18:32:37.181,80.07143916666666
2556,Resolved,Low,Phone,Bug report,Kristos Westoll,2023-07-07 00:06:17,2023-07-09 00:06:17,2023-07-07 00:06:30.636,2023-07-07 22:47:36.799,,
2557,Closed,Medium,Email,Product setup,Bernard Beckley,2023-07-08 00:15:43,2023-07-10 00:15:43,2023-07-08 00:57:32.974,2023-07-08 04:50:41.865,2023-07-11 13:51:16.707,85.59269638888888
2558,Closed,Low,Chat,Purchasing and invoicing,Kristos Westoll,2023-07-08 05:06:51,2023-07-09 05:06:51,2023-07-08 05:07:02.208,2023-07-08 16:56:16.847,2023-07-14 05:04:54.956,143.96776555555556
2559,Closed,Medium,Chat,Product setup,Adolpho Messingham,2023-07-09 17:02:18,2023-07-10 17:02:18,2023-07-09 17:03:41.803,2023-07-09 22:11:36.468,2023-07-16 11:51:05.675,162.81324305555557
2566,Resolved,Low,Phone,Feature request,Bernard Beckley,2023-07-09 14:19:39,2023-07-11 14:19:39,2023-07-09 14:20:00.844,2023-07-10 20:27:33.675,,
2567,Resolved,Medium,Email,Pricing and licensing,Nicola Wane,2023-07-09 08:37:29,2023-07-11 08:37:29,2023-07-09 09:08:45.243,2023-07-10 14:27:24.677,,
2568,Resolved,Low,Email,Purchasing and invoicing,Connor Danielovitch,2023-07-09 22:06:34,2023-07-11 22:06:34,2023-07-09 23:03:41.342,2023-07-10 16:37:38.795,,
2569,Closed,Low,Chat,Product setup,Heather Urry,2023-07-10 06:08:41,2023-07-11 06:08:41,2023-07-10 06:09:08.934,2023-07-10 06:32:23.995,2023-07-16 09:38:04.157,147.48976583333334
2570,Resolved,Low,Email,Feature request,Michele Whyatt,2023-07-10 19:01:46,2023-07-12 19:01:46,2023-07-10 19:36:11.315,2023-07-10 20:14:48.536,,
2571,Closed,Medium,Email,Training request,Bernard Beckley,2023-07-10 18:34:35,2023-07-12 18:34:35,2023-07-10 18:52:17.100,2023-07-16 02:30:06.588,2023-07-16 08:51:27.014,134.281115
2572,Closed,Low,Email,Product setup,Nicola Wane,2023-07-10 05:59:09,2023-07-12 05:59:09,2023-07-10 06:13:23.921,2023-07-15 21:26:02.666,2023-07-16 20:08:51.868,158.16190777777777
2573,Resolved,Low,Chat,Training request,Michele Whyatt,2023-07-10 14:32:40,2023-07-11 14:32:40,2023-07-10 14:34:17.285,2023-07-14 15:26:52.693,,
2574,Closed,Medium,Phone,Other,Connor Danielovitch,2023-07-10 04:02:53,2023-07-12 04:02:53,2023-07-10 04:04:06.859,2023-07-10 16:54:18.744,2023-07-12 15:20:55.194,59.30060944444444
2575,Closed,Medium,Email,Bug report,Connor Danielovitch,2023-07-10 04:15:42,2023-07-12 04:15:42,2023-07-10 04:32:10.574,2023-07-11 01:11:46.132,2023-07-13 04:40:12.343,72.4084286111111
2576,In progress,Low,Phone,Product setup,Nicola Wane,2023-07-10 17:17:26,2023-07-12 17:17:26,2023-07-10 17:20:57.259,,,
2577,Resolved,Medium,Chat,Feature request,Sheela Cutten,2023-07-10 07:34:10,2023-07-11 07:34:10,2023-07-10 07:36:47.106,2023-07-10 11:02:02.346,,
2578,Resolved,Medium,Chat,Feature request,Michele Whyatt,2023-07-10 21:04:00,2023-07-11 21:04:00,2023-07-10 21:05:40.636,2023-07-11 01:00:14.264,,
2579,Resolved,Low,Email,Product setup,Nicola Wane,2023-07-10 07:54:18,2023-07-12 07:54:18,2023-07-10 08:16:30.935,2023-07-11 01:19:08.598,,
2580,Resolved,Medium,Email,Feature request,Kristos Westoll,2023-07-10 11:07:20,2023-07-12 11:07:20,2023-07-10 11:44:30.751,2023-07-15 19:27:58.404,,
2581,In progress,High,Chat,Training request,Connor Danielovitch,2023-07-11 10:05:38,2023-07-12 10:05:38,2023-07-11 10:06:23.006,,,
2582,Resolved,Low,Email,Purchasing and invoicing,Michele Whyatt,2023-07-11 05:02:47,2023-07-13 05:02:47,2023-07-11 05:05:15.238,2023-07-12 15:21:49.471,,
2583,Closed,High,Chat,Purchasing and invoicing,Sheela Cutten,2023-07-11 21:40:15,2023-07-12 21:40:15,2023-07-11 21:40:51.980,2023-07-12 13:40:37.312,2023-07-17 08:31:21.030,130.851675
2584,Closed,Medium,Email,Purchasing and invoicing,Heather Urry,2023-07-11 22:04:08,2023-07-13 22:04:08,2023-07-11 23:02:16.688,2023-07-12 22:56:27.147,2023-07-16 03:10:25.726,101.10492388888889
2585,Closed,Low,Phone,Feature request,Sheela Cutten,2023-07-11 00:09:17,2023-07-13 00:09:17,2023-07-11 00:11:07.142,2023-07-12 07:52:55.478,2023-07-13 23:59:10.802,71.83161166666666
2586,Resolved,Medium,Chat,Feature request,Connor Danielovitch,2023-07-11 01:59:56,2023-07-12 01:59:56,2023-07-11 02:01:36.782,2023-07-16 21:10:37.487,,
2587,Closed,Low,Email,Bug report,Connor Danielovitch,2023-07-11 04:59:45,2023-07-13 04:59:45,2023-07-11 05:33:15.196,2023-07-12 19:18:21.649,2023-07-17 09:49:01.633,148.82128694444447
2588,In progress,Medium,Email,Product setup,Sheela Cutten,2023-07-11 01:35:33,2023-07-13 01:35:33,2023-07-11 02:27:02.148,,,
2589,Resolved,Low,Chat,Feature request,Bernard Beckley,2023-07-11 03:05:44,2023-07-12 03:05:44,2023-07-11 03:06:29.829,2023-07-11 12:47:02.076,,
2590,Closed,Medium,Email,Pricing and licensing,Sheela Cutten,2023-07-12 16:05:06,2023-07-14 16:05:06,2023-07-12 16:59:40.228,2023-07-17 17:37:53.207,2023-07-18 05:59:39.404,133.90927888888888
2591,In progress,Low,Email,Purchasing and invoicing,Bernard Beckley,2023-07-12 07:32:06,2023-07-14 07:32:06,2023-07-12 07:51:01.996,,,
2592,Closed,Low,Chat,Product setup,Bernard Beckley,2023-07-12 16:04:48,2023-07-13 16:04:48,2023-07-12 16:07:27.392,2023-07-12 17:09:45.325,2023-07-15 07:06:54.356,63.03509888888889
2593,Closed,Low,Chat,Pricing and licensing,Michele Whyatt,2023-07-12 04:04:43,2023-07-13 04:04:43,2023-07-12 04:06:16.624,2023-07-12 13:15:21.836,2023-07-12 21:56:29.785,17.862995833333333
2594,In progress,Medium,Email,Purchasing and invoicing,Connor Danielovitch,2023-07-12 17:46:44,2023-07-14 17:46:44,2023-07-12 18:23:47.441,,,
2595,Closed,Low,Chat,Pricing and licensing,Bernard Beckley,2023-07-12 20:49:18,2023-07-13 20:49:18,2023-07-12 20:50:52.283,2023-07-13 11:18:20.589,2023-07-13 17:39:13.202,20.832000555555556
2596,Closed,Medium,Phone,Pricing and licensing,Nicola Wane,2023-07-12 21:28:34,2023-07-14 21:28:34,2023-07-12 21:29:28.936,2023-07-18 11:17:14.776,2023-07-19 17:28:29.482,163.99874499999999
2597,Closed,Medium,Chat,Feature request,Sheela Cutten,2023-07-12 15:40:30,2023-07-13 15:40:30,2023-07-12 15:42:14.772,2023-07-13 01:03:48.695,2023-07-13 11:11:54.394,19.523442777777777
2598,Resolved,Low,Chat,Feature request,Sheela Cutten,2023-07-12 17:30:29,2023-07-13 17:30:29,2023-07-12 17:34:43.221,2023-07-12 22:31:55.042,,
2599,In progress,High,Phone,Product setup,Connor Danielovitch,2023-07-13 17:14:29,2023-07-15 17:14:29,2023-07-13 17:15:06.577,,,
2600,Resolved,Medium,Phone,Pricing and licensing,Adolpho Messingham,2023-07-13 07:02:40,2023-07-15 07:02:40,2023-07-13 07:04:06.958,2023-07-13 21:58:44.571,,
2601,Closed,Medium,Chat,Bug report,Bernard Beckley,2023-07-13 07:09:10,2023-07-14 07:09:10,2023-07-13 07:09:19.645,2023-07-13 20:38:04.330,2023-07-18 15:56:34.668,128.79018555555555
2602,Closed,Medium,Chat,Pricing and licensing,Connor Danielovitch,2023-07-13 05:54:51,2023-07-14 05:54:51,2023-07-13 05:56:39.048,2023-07-18 17:20:26.523,2023-07-19 16:02:10.004,154.12194555555556
2603,Resolved,Medium,Email,Purchasing and invoicing,Bernard Beckley,2023-07-13 10:58:35,2023-07-15 10:58:35,2023-07-13 11:22:46.595,2023-07-14 13:21:05.191,,
2604,In progress,High,Email,Other,Adolpho Messingham,2023-07-14 16:19:04,2023-07-16 16:19:04,2023-07-14 16:33:48.599,,,
2605,Closed,Low,Chat,Feature request,Michele Whyatt,2023-07-14 19:58:41,2023-07-15 19:58:41,2023-07-14 19:58:50.239,2023-07-15 12:07:09.974,2023-07-17 01:17:41.778,53.31688277777778
2606,Closed,Medium,Chat,Pricing and licensing,Sheela Cutten,2023-07-14 17:35:23,2023-07-15 17:35:23,2023-07-14 17:36:12.959,2023-07-15 17:01:49.443,2023-07-20 21:37:06.912,148.02886444444445
2607,Closed,Low,Chat,Feature request,Kristos Westoll,2023-07-14 17:14:34,2023-07-15 17:14:34,2023-07-14 17:16:57.288,2023-07-15 03:26:56.519,2023-07-21 12:07:51.307,162.88814083333335
2608,Resolved,Low,Email,Product setup,Nicola Wane,2023-07-14 13:34:59,2023-07-16 13:34:59,2023-07-14 14:11:27.611,2023-07-18 08:29:55.680,,
2610,In progress,Medium,Email,Product setup,Connor Danielovitch,2023-07-14 22:52:14,2023-07-16 22:52:14,2023-07-14 23:10:29.716,,,
2611,Resolved,Low,Email,Pricing and licensing,Bernard Beckley,2023-07-14 11:31:32,2023-07-16 11:31:32,2023-07-14 15:46:25.516,2023-07-15 10:58:55.684,,
2612,Closed,Low,Chat,Feature request,Nicola Wane,2023-07-14 03:21:31,2023-07-15 03:21:31,2023-07-14 03:22:59.761,2023-07-18 12:04:33.750,2023-07-20 01:00:08.533,141.64375916666665
2613,Closed,Medium,Email,Purchasing and invoicing,Bernard Beckley,2023-07-14 08:22:07,2023-07-16 08:22:07,2023-07-14 08:45:18.400,2023-07-14 15:32:51.879,2023-07-19 22:37:43.479,134.26013305555554
2619,Resolved,Low,Email,Product setup,Kristos Westoll,2023-07-15 12:50:12,2023-07-17 12:50:12,2023-07-15 13:16:26.160,2023-07-19 19:58:23.433,,
2620,In progress,Low,Email,Pricing and licensing,Nicola Wane,2023-07-15 14:25:25,2023-07-17 14:25:25,2023-07-15 14:58:46.800,,,
2621,Closed,Low,Chat,Product setup,Heather Urry,2023-07-15 23:31:21,2023-07-16 23:31:21,2023-07-15 23:32:28.915,2023-07-16 20:19:54.421,2023-07-21 12:05:18.772,132.56604777777778
2622,Closed,Medium,Email,Bug report,Kristos Westoll,2023-07-16 21:55:32,2023-07-18 21:55:32,2023-07-16 22:04:17.420,2023-07-17 13:43:44.515,2023-07-18 05:45:01.850,31.824958333333335
2632,Closed,Medium,Chat,Other,Connor Danielovitch,2023-07-16 17:54:40,2023-07-17 17:54:40,2023-07-16 17:55:43.288,2023-07-18 07:55:55.087,2023-07-20 05:55:40.999,84.01694416666668
2633,Closed,Low,Email,Purchasing and invoicing,Connor Danielovitch,2023-07-17 12:33:06,2023-07-19 12:33:06,2023-07-17 13:08:24.232,2023-07-17 17:04:48.335,2023-07-21 10:49:03.678,94.26602166666667
2634,In progress,Medium,Chat,Purchasing and invoicing,Connor Danielovitch,2023-07-17 13:46:45,2023-07-18 13:46:45,2023-07-17 13:48:06.769,,,
2635,In progress,High,Email,Product setup,Sheela Cutten,2023-07-17 09:30:38,2023-07-19 09:30:38,2023-07-17 09:31:47.625,,,
2636,Closed,Medium,Email,Product setup,Adolpho Messingham,2023-07-17 21:54:07,2023-07-19 21:54:07,2023-07-17 22:08:27.322,2023-07-19 15:45:21.095,2023-07-19 21:16:59.895,47.38135972222222
2637,Closed,Low,Email,Pricing and licensing,Adolpho Messingham,2023-07-17 04:29:36,2023-07-19 04:29:36,2023-07-17 04:52:32.594,2023-07-17 09:15:09.051,2023-07-23 05:05:39.259,144.60090527777777
2638,Closed,Low,Email,Product setup,Kristos Westoll,2023-07-17 16:26:17,2023-07-19 16:26:17,2023-07-17 17:14:39.161,2023-07-23 08:26:17.406,2023-07-23 09:01:36.677,136.58879916666666
2639,In progress,Medium,Email,Product setup,Kristos Westoll,2023-07-17 15:47:15,2023-07-19 15:47:15,2023-07-17 16:37:33.254,,,
2640,In progress,Medium,Email,Other,Kristos Westoll,2023-07-17 14:31:34,2023-07-19 14:31:34,2023-07-17 15:12:37.356,,,
2641,Resolved,Low,Email,Pricing and licensing,Kristos Westoll,2023-07-17 15:53:10,2023-07-19 15:53:10,2023-07-17 16:35:58.955,2023-07-17 18:31:33.103,,
2642,Closed,Medium,Chat,Other,Connor Danielovitch,2023-07-18 02:49:14,2023-07-19 02:49:14,2023-07-18 02:50:23.516,2023-07-18 21:49:49.863,2023-07-25 04:57:18.579,170.13460527777778
2643,Resolved,Low,Email,Feature request,Nicola Wane,2023-07-18 14:57:27,2023-07-20 14:57:27,2023-07-18 15:30:41.270,2023-07-19 00:00:03.506,,
2644,Closed,Medium,Chat,Purchasing and invoicing,Michele Whyatt,2023-07-18 16:29:27,2023-07-19 16:29:27,2023-07-18 16:30:23.516,2023-07-18 22:15:58.859,2023-07-22 22:59:09.575,102.49515972222223
2645,Closed,Low,Email,Other,Bernard Beckley,2023-07-18 13:46:00,2023-07-20 13:46:00,2023-07-18 13:53:41.408,2023-07-18 18:31:10.793,2023-07-25 14:34:12.694,168.80352611111113
2646,Resolved,Low,Email,Product setup,Connor Danielovitch,2023-07-18 07:16:47,2023-07-20 07:16:47,2023-07-18 07:51:02.148,2023-07-18 22:09:06.354,,
2647,Closed,Low,Email,Product setup,Kristos Westoll,2023-07-18 17:01:00,2023-07-20 17:01:00,2023-07-18 17:07:21.649,2023-07-20 20:34:56.739,2023-07-22 15:14:44.089,94.22891361111111
2648,In progress,High,Email,Purchasing and invoicing,Kristos Westoll,2023-07-18 04:21:06,2023-07-20 04:21:06,2023-07-18 04:46:42.005,,,
2649,In progress,Low,Email,Other,Adolpho Messingham,2023-07-18 05:16:14,2023-07-20 05:16:14,2023-07-18 05:29:30.573,,,
2650,Closed,Low,Email,Pricing and licensing,Nicola Wane,2023-07-18 07:18:05,2023-07-20 07:18:05,2023-07-18 07:47:46.075,2023-07-19 14:04:06.262,2023-07-20 06:09:41.840,46.86023333333333
2651,In progress,Low,Chat,Product setup,Connor Danielovitch,2023-07-19 20:24:58,2023-07-20 20:24:58,2023-07-19 20:26:38.857,,,
2652,Closed,Low,Chat,Purchasing and invoicing,Connor Danielovitch,2023-07-19 03:50:42,2023-07-20 03:50:42,2023-07-19 03:52:34.677,2023-07-21 19:59:26.007,2023-07-22 12:39:31.439,80.81373305555556
2653,Closed,High,Chat,Pricing and licensing,Bernard Beckley,2023-07-19 00:38:21,2023-07-20 00:38:21,2023-07-19 00:42:42.467,2023-07-24 03:49:06.157,2023-07-25 12:26:57.289,155.8100802777778
2654,Closed,Medium,Chat,Feature request,Adolpho Messingham,2023-07-19 04:58:14,2023-07-20 04:58:14,2023-07-19 05:01:04.803,2023-07-19 09:48:52.253,2023-07-20 05:53:23.879,24.919410833333334
2655,Resolved,High,Email,Product setup,Kristos Westoll,2023-07-19 16:27:31,2023-07-21 16:27:31,2023-07-19 16:44:24.136,2023-07-20 10:35:34.063,,
2656,Closed,Low,Email,Pricing and licensing,Sheela Cutten,2023-07-19 01:55:33,2023-07-21 01:55:33,2023-07-19 02:54:33.714,2023-07-20 22:30:47.656,2023-07-24 11:08:19.016,129.21278222222222
2657,Closed,High,Chat,Product setup,Bernard Beckley,2023-07-19 11:40:11,2023-07-20 11:40:11,2023-07-19 11:41:04.616,2023-07-21 09:43:27.771,2023-07-21 14:06:29.524,50.43847888888889
2658,Resolved,Medium,Chat,Product setup,Bernard Beckley,2023-07-19 07:01:23,2023-07-20 07:01:23,2023-07-19 07:02:10.808,2023-07-19 11:02:59.172,,
2659,Closed,Medium,Chat,Feature request,Heather Urry,2023-07-19 21:29:08,2023-07-20 21:29:08,2023-07-19 21:30:48.257,2023-07-20 03:07:03.049,2023-07-23 11:52:20.897,86.38691583333333
2660,Resolved,Low,Chat,Product setup,Michele Whyatt,2023-07-19 20:35:55,2023-07-20 20:35:55,2023-07-19 20:37:08.372,2023-07-20 03:19:47.976,,
2661,Closed,Low,Email,Product setup,Michele Whyatt,2023-07-19 10:17:32,2023-07-21 10:17:32,2023-07-19 10:24:46.890,2023-07-20 20:43:40.382,2023-07-20 23:36:15.124,37.311978888888895
2662,Resolved,Low,Chat,Pricing and licensing,Adolpho Messingham,2023-07-20 05:38:45,2023-07-21 05:38:45,2023-07-20 05:39:06.791,2023-07-21 04:17:45.754,,
2663,Closed,Low,Email,Training request,Bernard Beckley,2023-07-20 09:57:06,2023-07-22 09:57:06,2023-07-20 10:01:29.696,2023-07-24 08:53:58.098,2023-07-25 06:09:06.983,116.20027305555556
2664,Resolved,Low,Email,Feature request,Sheela Cutten,2023-07-20 07:52:58,2023-07-22 07:52:58,2023-07-20 08:38:34.225,2023-07-20 19:28:56.308,,
2665,Resolved,Low,Email,Feature request,Michele Whyatt,2023-07-20 23:02:26,2023-07-22 23:02:26,2023-07-20 23:37:51.825,2023-07-21 18:22:57.909,,
2667,Closed,Medium,Email,Pricing and licensing,Heather Urry,2023-07-20 00:51:47,2023-07-22 00:51:47,2023-07-20 01:20:37.655,2023-07-20 12:00:49.700,2023-07-20 18:43:23.418,17.86011611111111
2669,Resolved,Medium,Email,Pricing and licensing,Connor Danielovitch,2023-07-20 05:31:42,2023-07-22 05:31:42,2023-07-20 11:05:20.094,2023-07-20 10:37:32.682,,
